Reaction;iAZ900;iFF708;iLL672;iMM904;iND750;iTO977;Yeast1;Yeast6;Yeast7
umrxn_461;0;0;0;0;0;1;0;0;0
umrxn_462;0;0;0;0;0;1;0;0;0
umrxn_463;0;0;0;0;0;1;0;0;0
umrxn_464;0;0;0;0;0;1;0;0;0
umrxn_465;0;0;0;0;0;1;0;0;0
umrxn_466;0;0;0;0;0;1;0;0;0
umrxn_467;0;0;0;0;0;1;0;0;0
umrxn_468;0;0;0;0;0;1;0;0;0
umrxn_469;0;0;0;0;0;1;0;0;0
umrxn_470;0;0;0;0;0;1;0;0;0
umrxn_471;0;0;0;0;0;1;0;0;0
umrxn_472;0;0;0;0;0;1;0;0;0
umrxn_473;0;0;0;0;0;1;0;0;0
umrxn_474;0;0;0;0;0;1;0;0;0
umrxn_475;0;0;0;0;0;1;0;0;0
umrxn_476;0;0;0;0;0;1;0;0;0
umrxn_477;0;0;0;0;0;1;0;0;0
umrxn_478;0;0;0;0;0;1;0;0;0
umrxn_479;0;0;0;0;0;1;0;0;0
umrxn_480;0;0;0;0;0;1;0;0;0
umrxn_481;0;0;0;0;0;1;0;0;0
umrxn_482;0;0;0;0;0;1;0;0;0
umrxn_483;0;0;0;0;0;1;0;0;0
umrxn_484;0;0;0;0;0;1;0;0;0
umrxn_485;0;0;0;0;0;1;0;0;0
umrxn_486;0;0;0;0;0;1;0;0;0
umrxn_487;0;0;0;0;0;1;0;0;0
umrxn_488;0;0;0;0;0;1;0;0;0
umrxn_489;0;0;0;0;0;1;0;0;0
umrxn_490;0;0;0;0;0;1;0;0;0
umrxn_491;0;0;0;0;0;1;0;0;0
umrxn_492;0;0;0;0;0;1;0;0;0
umrxn_493;0;0;0;0;0;1;0;0;0
umrxn_494;0;0;0;0;0;1;0;0;0
umrxn_495;0;0;0;0;0;1;0;0;0
umrxn_496;0;0;0;0;0;1;0;0;0
umrxn_497;0;0;0;0;0;1;0;0;0
umrxn_498;0;0;0;0;0;1;0;0;0
umrxn_499;0;0;0;0;0;1;0;0;0
umrxn_500;0;0;0;0;0;1;0;0;0
umrxn_501;0;0;0;0;0;1;0;0;0
umrxn_502;0;0;0;0;0;1;0;0;0
umrxn_503;0;0;0;0;0;1;0;0;0
umrxn_504;0;0;0;0;0;1;0;0;0
umrxn_505;0;0;0;0;0;1;0;0;0
umrxn_506;0;0;0;0;0;1;0;0;0
umrxn_507;0;0;0;0;0;1;0;0;0
umrxn_508;0;0;0;0;0;1;0;0;0
umrxn_509;0;0;0;0;0;1;0;0;0
umrxn_510;0;0;0;0;0;1;0;0;0
umrxn_511;0;0;0;0;0;1;0;0;0
umrxn_512;0;0;0;0;0;1;0;0;0
umrxn_513;0;0;0;0;0;1;0;0;0
umrxn_514;0;0;0;0;0;1;0;0;0
umrxn_515;0;0;0;0;0;1;0;0;0
umrxn_516;0;0;0;0;0;1;0;0;0
umrxn_517;0;0;0;0;0;1;0;0;0
umrxn_518;0;0;0;0;0;1;0;0;0
umrxn_519;0;0;0;0;0;1;0;0;0
umrxn_520;0;0;0;0;0;1;0;0;0
umrxn_521;0;0;0;0;0;1;0;0;0
umrxn_522;0;0;0;0;0;1;0;0;0
umrxn_523;0;0;0;0;0;1;0;0;0
umrxn_524;0;0;0;0;0;1;0;0;0
umrxn_525;0;0;0;0;0;1;0;0;0
umrxn_526;0;0;0;0;0;0;1;0;0
umrxn_527;0;0;0;0;0;0;1;0;0
umrxn_528;0;0;0;0;0;0;1;0;0
umrxn_529;0;0;0;0;0;0;1;0;0
umrxn_530;0;0;0;0;0;0;1;0;0
umrxn_531;0;0;0;0;0;0;1;0;0
umrxn_532;0;0;0;0;0;0;1;0;0
umrxn_533;0;0;0;0;0;0;1;0;0
umrxn_534;0;0;0;0;0;0;1;0;0
umrxn_535;0;0;0;0;0;0;1;0;0
umrxn_536;0;0;0;0;0;0;1;0;0
umrxn_537;0;0;0;0;0;0;1;0;0
umrxn_538;0;0;0;0;0;0;1;0;0
umrxn_539;0;0;0;0;0;0;1;0;0
umrxn_540;0;0;0;0;0;0;1;0;0
umrxn_541;0;0;0;0;0;0;1;0;0
umrxn_542;0;0;0;0;0;0;1;0;0
umrxn_543;0;0;0;0;0;0;1;0;0
umrxn_544;0;0;0;0;0;0;1;0;0
umrxn_545;0;0;0;0;0;0;1;0;0
umrxn_546;0;0;0;0;0;0;1;0;0
umrxn_547;0;0;0;0;0;0;1;0;0
umrxn_548;0;0;0;0;0;0;1;0;0
umrxn_549;0;0;0;0;0;0;1;0;0
umrxn_550;0;0;0;0;0;0;1;0;0
umrxn_551;0;0;0;0;0;0;1;0;0
umrxn_552;0;0;0;0;0;0;1;0;0
umrxn_553;0;0;0;0;0;0;1;0;0
umrxn_554;0;0;0;0;0;0;1;0;0
umrxn_555;0;0;0;0;0;0;1;0;0
umrxn_556;0;0;0;0;0;0;1;0;0
umrxn_557;0;0;0;0;0;0;1;0;0
umrxn_558;0;0;0;0;0;0;1;0;0
umrxn_559;0;0;0;0;0;0;1;0;0
umrxn_560;0;0;0;0;0;0;1;0;0
umrxn_561;0;0;0;0;0;0;1;0;0
umrxn_562;0;0;0;0;0;0;1;0;0
umrxn_563;0;0;0;0;0;0;1;0;0
umrxn_564;0;0;0;0;0;0;1;0;0
umrxn_565;0;0;0;0;0;0;1;0;0
umrxn_566;0;0;0;0;0;0;1;0;0
umrxn_567;0;0;0;0;0;0;1;0;0
umrxn_568;0;0;0;0;0;0;1;0;0
umrxn_569;0;0;0;0;0;0;1;0;0
umrxn_570;0;0;0;0;0;0;1;0;0
umrxn_571;0;0;0;0;0;0;1;0;0
umrxn_572;0;0;0;0;0;0;1;0;0
umrxn_573;0;0;0;0;0;0;1;0;0
umrxn_574;0;0;0;0;0;0;1;0;0
umrxn_575;0;0;0;0;0;0;1;0;0
umrxn_576;0;0;0;0;0;0;1;0;0
umrxn_577;0;0;0;0;0;0;1;0;0
umrxn_578;0;0;0;0;0;0;1;0;0
umrxn_579;0;0;0;0;0;0;1;0;0
umrxn_580;0;0;0;0;0;0;1;0;0
umrxn_581;0;0;0;0;0;0;1;0;0
umrxn_582;0;0;0;0;0;0;1;0;0
umrxn_583;0;0;0;0;0;0;1;0;0
umrxn_584;0;0;0;0;0;0;1;0;0
umrxn_585;0;0;0;0;0;0;1;0;0
umrxn_586;0;0;0;0;0;0;1;0;0
umrxn_587;0;0;0;0;0;0;1;0;0
umrxn_588;0;0;0;0;0;0;1;0;0
umrxn_589;0;0;0;0;0;0;1;0;0
umrxn_590;0;0;0;0;0;0;1;0;0
umrxn_591;0;0;0;0;0;0;1;0;0
umrxn_592;0;0;0;0;0;0;1;0;0
umrxn_593;0;0;0;0;0;0;1;0;0
umrxn_594;0;0;0;0;0;0;1;0;0
umrxn_595;0;0;0;0;0;0;1;0;0
umrxn_596;0;0;0;0;0;0;1;0;0
umrxn_597;0;0;0;0;0;0;1;0;0
umrxn_598;0;0;0;0;0;0;1;0;0
umrxn_599;0;0;0;0;0;0;1;0;0
umrxn_600;0;0;0;0;0;0;1;0;0
umrxn_601;0;0;0;0;0;0;1;0;0
umrxn_602;0;0;0;0;0;0;1;0;0
umrxn_603;0;0;0;0;0;0;1;0;0
umrxn_604;0;0;0;0;0;0;1;0;0
umrxn_605;0;0;0;0;0;0;1;0;0
umrxn_606;0;0;0;0;0;0;1;0;0
umrxn_607;0;0;0;0;0;0;1;0;0
umrxn_608;0;0;0;0;0;0;1;0;0
umrxn_609;0;0;0;0;0;0;1;0;0
umrxn_610;0;0;0;0;0;0;1;0;0
umrxn_611;0;0;0;0;0;0;1;0;0
umrxn_612;0;0;0;0;0;0;1;0;0
umrxn_613;0;0;0;0;0;0;1;0;0
umrxn_614;0;0;0;0;0;0;1;0;0
umrxn_615;0;0;0;0;0;0;1;0;0
umrxn_616;0;0;0;0;0;0;1;0;0
umrxn_617;0;0;0;0;0;0;1;0;0
umrxn_618;0;0;0;0;0;0;1;0;0
umrxn_619;0;0;0;0;0;0;1;0;0
umrxn_620;0;0;0;0;0;0;1;0;0
umrxn_621;0;0;0;0;0;0;1;0;0
umrxn_622;0;0;0;0;0;0;1;0;0
umrxn_623;0;0;0;0;0;0;1;0;0
umrxn_624;0;0;0;0;0;0;1;0;0
umrxn_625;0;0;0;0;0;0;1;0;0
umrxn_626;0;0;0;0;0;0;1;0;0
umrxn_627;0;0;0;0;0;0;1;0;0
umrxn_628;0;0;0;0;0;0;1;0;0
umrxn_629;0;0;0;0;0;0;1;0;0
umrxn_630;0;0;0;0;0;0;1;0;0
umrxn_631;0;0;0;0;0;0;1;0;0
umrxn_632;0;0;0;0;0;0;1;0;0
umrxn_633;0;0;0;0;0;0;1;0;0
umrxn_634;0;0;0;0;0;0;1;0;0
umrxn_635;0;0;0;0;0;0;1;0;0
umrxn_636;0;0;0;0;0;0;1;0;0
umrxn_637;0;0;0;0;0;0;1;0;0
umrxn_638;0;0;0;0;0;0;1;0;0
umrxn_639;0;0;0;0;0;0;1;0;0
umrxn_640;0;0;0;0;0;0;1;0;0
umrxn_641;0;0;0;0;0;0;1;0;0
umrxn_642;0;0;0;0;0;0;1;0;0
umrxn_643;0;0;0;0;0;0;1;0;0
umrxn_644;0;0;0;0;0;0;1;0;0
umrxn_645;0;0;0;0;0;0;1;0;0
umrxn_646;0;0;0;0;0;0;1;0;0
umrxn_647;0;0;0;0;0;0;1;0;0
umrxn_648;0;0;0;0;0;0;1;0;0
umrxn_649;0;0;0;0;0;0;1;0;0
umrxn_650;0;0;0;0;0;0;1;0;0
umrxn_651;0;0;0;0;0;0;1;0;0
umrxn_652;0;0;0;0;0;0;0;1;0
umrxn_653;0;0;0;0;0;0;0;1;0
umrxn_654;0;0;0;0;0;0;0;1;0
umrxn_655;0;0;0;0;0;0;0;1;0
umrxn_656;0;0;0;0;0;0;0;1;0
umrxn_657;0;0;0;0;0;0;0;1;0
umrxn_658;0;0;0;0;0;0;0;1;0
umrxn_659;0;0;0;0;0;0;0;1;0
umrxn_660;0;0;0;0;0;0;0;1;0
umrxn_661;0;0;0;0;0;0;0;1;0
umrxn_662;0;0;0;0;0;0;0;1;0
umrxn_663;0;0;0;0;0;0;0;1;0
umrxn_664;0;0;0;0;0;0;0;1;0
umrxn_665;0;0;0;0;0;0;0;1;0
umrxn_666;0;0;0;0;0;0;0;1;0
umrxn_667;0;0;0;0;0;0;0;1;0
umrxn_668;0;0;0;0;0;0;0;1;0
umrxn_669;0;0;0;0;0;0;0;1;0
umrxn_670;0;0;0;0;0;0;0;1;0
umrxn_671;0;0;0;0;0;0;0;1;0
umrxn_672;0;0;0;0;0;0;0;1;0
umrxn_673;0;0;0;0;0;0;0;1;0
umrxn_674;0;0;0;0;0;0;0;1;0
umrxn_675;0;0;0;0;0;0;0;1;0
umrxn_676;0;0;0;0;0;0;0;1;0
umrxn_677;0;0;0;0;0;0;0;1;0
umrxn_678;0;0;0;0;0;0;0;1;0
umrxn_679;0;0;0;0;0;0;0;1;0
umrxn_680;0;0;0;0;0;0;0;1;0
umrxn_681;0;0;0;0;0;0;0;1;0
umrxn_682;0;0;0;0;0;0;0;1;0
umrxn_683;0;0;0;0;0;0;0;1;0
umrxn_684;0;0;0;0;0;0;0;1;0
umrxn_685;0;0;0;0;0;0;0;1;0
umrxn_686;0;0;0;0;0;0;0;1;0
umrxn_687;0;0;0;0;0;0;0;1;0
umrxn_688;0;0;0;0;0;0;0;1;0
umrxn_689;0;0;0;0;0;0;0;1;0
umrxn_690;0;0;0;0;0;0;0;1;0
umrxn_691;0;0;0;0;0;0;0;1;0
umrxn_692;0;0;0;0;0;0;0;1;0
umrxn_693;0;0;0;0;0;0;0;1;0
umrxn_694;0;0;0;0;0;0;0;1;0
umrxn_695;0;0;0;0;0;0;0;1;0
umrxn_696;0;0;0;0;0;0;0;1;0
umrxn_697;0;0;0;0;0;0;0;1;0
umrxn_698;0;0;0;0;0;0;0;1;0
umrxn_699;0;0;0;0;0;0;0;1;0
umrxn_700;0;0;0;0;0;0;0;1;0
umrxn_701;0;0;0;0;0;0;0;1;0
umrxn_702;0;0;0;0;0;0;0;1;0
umrxn_703;0;0;0;0;0;0;0;1;0
umrxn_704;0;0;0;0;0;0;0;1;0
umrxn_705;0;0;0;0;0;0;0;1;0
umrxn_706;0;0;0;0;0;0;0;1;0
umrxn_707;0;0;0;0;0;0;0;1;0
umrxn_708;0;0;0;0;0;0;0;1;0
umrxn_709;0;0;0;0;0;0;0;1;0
umrxn_710;0;0;0;0;0;0;0;1;0
umrxn_711;0;0;0;0;0;0;0;1;0
umrxn_712;0;0;0;0;0;0;0;1;0
umrxn_713;0;0;0;0;0;0;0;1;0
umrxn_714;0;0;0;0;0;0;0;1;0
umrxn_715;0;0;0;0;0;0;0;1;0
umrxn_716;0;0;0;0;0;0;0;0;1
umrxn_717;0;0;0;0;0;0;0;0;1
umrxn_718;0;0;0;0;0;0;0;0;1
umrxn_719;0;0;0;0;0;0;0;0;1
umrxn_720;0;0;0;0;0;0;0;0;1
umrxn_721;0;0;0;0;0;0;0;0;1
umrxn_722;0;0;0;0;0;0;0;0;1
umrxn_723;0;0;0;0;0;0;0;0;1
umrxn_724;0;0;0;0;0;0;0;0;1
umrxn_725;0;0;0;0;0;0;0;0;1
umrxn_726;0;0;0;0;0;0;0;0;1
umrxn_727;0;0;0;0;0;0;0;0;1
umrxn_728;0;0;0;0;0;0;0;0;1
umrxn_729;0;0;0;0;0;0;0;0;1
umrxn_730;0;0;0;0;0;0;0;0;1
umrxn_731;0;0;0;0;0;0;0;0;1
umrxn_732;0;0;0;0;0;0;0;0;1
umrxn_733;0;0;0;0;0;0;0;0;1
umrxn_734;0;0;0;0;0;0;0;0;1
umrxn_735;0;0;0;0;0;0;0;0;1
umrxn_736;0;0;0;0;0;0;0;0;1
umrxn_737;0;0;0;0;0;0;0;0;1
umrxn_738;0;0;0;0;0;0;0;0;1
umrxn_739;0;0;0;0;0;0;0;0;1
umrxn_740;0;0;0;0;0;0;0;0;1
umrxn_741;0;0;0;0;0;0;0;0;1
umrxn_742;0;0;0;0;0;0;0;0;1
umrxn_743;0;0;0;0;0;0;0;0;1
umrxn_744;0;0;0;0;0;0;0;0;1
umrxn_745;0;0;0;0;0;0;0;0;1
umrxn_746;0;0;0;0;0;0;0;0;1
umrxn_747;0;0;0;0;0;0;0;0;1
umrxn_748;0;0;0;0;0;0;0;0;1
umrxn_749;0;0;0;0;0;0;0;0;1
umrxn_750;0;0;0;0;0;0;0;0;1
umrxn_751;0;0;0;0;0;0;0;0;1
umrxn_752;0;0;0;0;0;0;0;0;1
umrxn_753;0;0;0;0;0;0;0;0;1
umrxn_754;0;0;0;0;0;0;0;0;1
umrxn_755;0;0;0;0;0;0;0;0;1
umrxn_756;0;0;0;0;0;0;0;0;1
umrxn_757;0;0;0;0;0;0;0;0;1
umrxn_758;0;0;0;0;0;0;0;0;1
umrxn_759;0;0;0;0;0;0;0;0;1
umrxn_760;0;0;0;0;0;0;0;0;1
umrxn_761;0;0;0;0;0;0;0;0;1
umrxn_762;0;0;0;0;0;0;0;0;1
umrxn_763;0;0;0;0;0;0;0;0;1
umrxn_764;0;0;0;0;0;0;0;0;1
umrxn_765;0;0;0;0;0;0;0;0;1
umrxn_766;0;0;0;0;0;0;0;0;1
umrxn_767;0;0;0;0;0;0;0;0;1
umrxn_768;0;0;0;0;0;0;0;0;1
umrxn_769;0;0;0;0;0;0;0;0;1
umrxn_770;0;0;0;0;0;0;0;0;1
umrxn_771;0;0;0;0;0;0;0;0;1
umrxn_772;0;0;0;0;0;0;0;0;1
umrxn_773;0;0;0;0;0;0;0;0;1
umrxn_774;0;0;0;0;0;0;0;0;1
umrxn_775;0;0;0;0;0;0;0;0;1
umrxn_776;0;0;0;0;0;0;0;0;1
umrxn_777;0;0;0;0;0;0;0;0;1
umrxn_778;0;0;0;0;0;0;0;0;1
umrxn_779;0;0;0;0;0;0;0;0;1
umrxn_780;0;0;0;0;0;0;0;0;1
umrxn_781;0;0;0;0;0;0;0;0;1
umrxn_782;0;0;0;0;0;0;0;0;1
umrxn_783;0;0;0;0;0;0;0;0;1
umrxn_784;0;0;0;0;0;0;0;0;1
umrxn_785;0;0;0;0;0;0;0;0;1
umrxn_786;0;0;0;0;0;0;0;0;1
umrxn_787;0;0;0;0;0;0;0;0;1
umrxn_788;0;0;0;0;0;0;0;0;1
umrxn_789;0;0;0;0;0;0;0;0;1
umrxn_790;0;0;0;0;0;0;0;0;1
umrxn_791;0;0;0;0;0;0;0;0;1
umrxn_792;0;0;0;0;0;0;0;0;1
umrxn_793;0;0;0;0;0;0;0;0;1
umrxn_794;0;0;0;0;0;0;0;0;1
umrxn_795;0;0;0;0;0;0;0;0;1
umrxn_796;0;0;0;0;0;0;0;0;1
umrxn_797;0;0;0;0;0;0;0;0;1
umrxn_798;0;0;0;0;0;0;0;0;1
umrxn_799;0;0;0;0;0;0;0;0;1
umrxn_800;0;0;0;0;0;0;0;0;1
umrxn_801;0;0;0;0;0;0;0;0;1
umrxn_802;0;0;0;0;0;0;0;0;1
umrxn_803;0;0;0;0;0;0;0;0;1
umrxn_804;0;0;0;0;0;0;0;0;1
umrxn_805;0;0;0;0;0;0;0;0;1
umrxn_806;0;0;0;0;0;0;0;0;1
umrxn_807;0;0;0;0;0;0;0;0;1
umrxn_808;0;0;0;0;0;0;0;0;1
umrxn_809;0;0;0;0;0;0;0;0;1
umrxn_810;0;0;0;0;0;0;0;0;1
umrxn_811;0;0;0;0;0;0;0;0;1
umrxn_812;0;0;0;0;0;0;0;0;1
umrxn_813;0;0;0;0;0;0;0;0;1
umrxn_814;0;0;0;0;0;0;0;0;1
umrxn_815;0;0;0;0;0;0;0;0;1
umrxn_816;0;0;0;0;0;0;0;0;1
umrxn_817;0;0;0;0;0;0;0;0;1
umrxn_818;0;0;0;0;0;0;0;0;1
umrxn_819;0;0;0;0;0;0;0;0;1
umrxn_820;0;0;0;0;0;0;0;0;1
umrxn_821;0;0;0;0;0;0;0;0;1
umrxn_822;0;0;0;0;0;0;0;0;1
umrxn_823;0;0;0;0;0;0;0;0;1
umrxn_824;0;0;0;0;0;0;0;0;1
umrxn_825;0;0;0;0;0;0;0;0;1
umrxn_826;0;0;0;0;0;0;0;0;1
umrxn_827;0;0;0;0;0;0;0;0;1
umrxn_828;0;0;0;0;0;0;0;0;1
umrxn_829;0;0;0;0;0;0;0;0;1
umrxn_830;0;0;0;0;0;0;0;0;1
umrxn_831;0;0;0;0;0;0;0;0;1
umrxn_832;0;0;0;0;0;0;0;0;1
umrxn_833;0;0;0;0;0;0;0;0;1
umrxn_834;0;0;0;0;0;0;0;0;1
umrxn_835;0;0;0;0;0;0;0;0;1
umrxn_836;0;0;0;0;0;0;0;0;1
umrxn_837;0;0;0;0;0;0;0;0;1
umrxn_838;0;0;0;0;0;0;0;0;1
umrxn_839;0;0;0;0;0;0;0;0;1
umrxn_840;0;0;0;0;0;0;0;0;1
umrxn_841;0;0;0;0;0;0;0;0;1
umrxn_842;0;0;0;0;0;0;0;0;1
umrxn_843;0;0;0;0;0;0;0;0;1
umrxn_844;0;0;0;0;0;0;0;0;1
umrxn_845;0;0;0;0;0;0;0;0;1
umrxn_846;0;0;0;0;0;0;0;0;1
umrxn_847;0;0;0;0;0;0;0;0;1
umrxn_848;0;0;0;0;0;0;0;0;1
umrxn_849;0;0;0;0;0;0;0;0;1
umrxn_850;0;0;0;0;0;0;0;0;1
umrxn_851;0;0;0;0;0;0;0;0;1
umrxn_852;0;0;0;0;0;0;0;0;1
umrxn_853;0;0;0;0;0;0;0;0;1
umrxn_854;0;0;0;0;0;0;0;0;1
umrxn_855;0;0;0;0;0;0;0;0;1
umrxn_856;0;0;0;0;0;0;0;0;1
umrxn_857;0;0;0;0;0;0;0;0;1
umrxn_858;0;0;0;0;0;0;0;0;1
umrxn_859;0;0;0;0;0;0;0;0;1
umrxn_860;0;0;0;0;0;0;0;0;1
umrxn_861;0;0;0;0;0;0;0;0;1
umrxn_862;0;0;0;0;0;0;0;0;1
umrxn_863;0;0;0;0;0;0;0;0;1
umrxn_864;0;0;0;0;0;0;0;0;1
umrxn_865;0;0;0;0;0;0;0;0;1
umrxn_866;0;0;0;0;0;0;0;0;1
umrxn_867;0;0;0;0;0;0;0;0;1
umrxn_868;0;0;0;0;0;0;0;0;1
umrxn_869;0;0;0;0;0;0;0;0;1
umrxn_870;0;0;0;0;0;0;0;0;1
umrxn_871;0;0;0;0;0;0;0;0;1
umrxn_872;0;0;0;0;0;0;0;0;1
umrxn_873;0;0;0;0;0;0;0;0;1
umrxn_874;0;0;0;0;0;0;0;0;1
umrxn_875;0;0;0;0;0;0;0;0;1
umrxn_876;0;0;0;0;0;0;0;0;1
umrxn_877;0;0;0;0;0;0;0;0;1
umrxn_878;0;0;0;0;0;0;0;0;1
umrxn_879;0;0;0;0;0;0;0;0;1
umrxn_880;0;0;0;0;0;0;0;0;1
umrxn_881;0;0;0;0;0;0;0;0;1
umrxn_882;0;0;0;0;0;0;0;0;1
umrxn_883;0;0;0;0;0;0;0;0;1
umrxn_884;0;0;0;0;0;0;0;0;1
umrxn_885;0;0;0;0;0;0;0;0;1
umrxn_886;0;0;0;0;0;0;0;0;1
umrxn_887;0;0;0;0;0;0;0;0;1
umrxn_888;0;0;0;0;0;0;0;0;1
umrxn_889;0;0;0;0;0;0;0;0;1
umrxn_890;0;0;0;0;0;0;0;0;1
umrxn_891;0;0;0;0;0;0;0;0;1
umrxn_892;0;0;0;0;0;0;0;0;1
umrxn_893;0;0;0;0;0;0;0;0;1
umrxn_894;0;0;0;0;0;0;0;0;1
umrxn_895;0;0;0;0;0;0;0;0;1
umrxn_896;0;0;0;0;0;0;0;0;1
umrxn_897;0;0;0;0;0;0;0;0;1
umrxn_898;0;0;0;0;0;0;0;0;1
umrxn_899;0;0;0;0;0;0;0;0;1
umrxn_900;0;0;0;0;0;0;0;0;1
umrxn_901;0;0;0;0;0;0;0;0;1
umrxn_902;0;0;0;0;0;0;0;0;1
umrxn_903;0;0;0;0;0;0;0;0;1
umrxn_904;0;0;0;0;0;0;0;0;1
umrxn_905;0;0;0;0;0;0;0;0;1
umrxn_906;0;0;0;0;0;0;0;0;1
umrxn_907;0;0;0;0;0;0;0;0;1
umrxn_908;0;0;0;0;0;0;0;0;1
umrxn_909;0;0;0;0;0;0;0;0;1
umrxn_910;0;0;0;0;0;0;0;0;1
umrxn_911;0;0;0;0;0;0;0;0;1
umrxn_912;0;0;0;0;0;0;0;0;1
umrxn_913;0;0;0;0;0;0;0;0;1
umrxn_914;0;0;0;0;0;0;0;0;1
umrxn_915;0;0;0;0;0;0;0;0;1
umrxn_916;0;0;0;0;0;0;0;0;1
umrxn_917;0;0;0;0;0;0;0;0;1
umrxn_918;0;0;0;0;0;0;0;0;1
umrxn_919;0;0;0;0;0;0;0;0;1
umrxn_920;0;0;0;0;0;0;0;0;1
umrxn_921;0;0;0;0;0;0;0;0;1
umrxn_922;0;0;0;0;0;0;0;0;1
umrxn_923;0;0;0;0;0;0;0;0;1
umrxn_924;0;0;0;0;0;0;0;0;1
umrxn_925;0;0;0;0;0;0;0;0;1
umrxn_926;0;0;0;0;0;0;0;0;1
umrxn_927;0;0;0;0;0;0;0;0;1
umrxn_928;0;0;0;0;0;0;0;0;1
umrxn_929;0;0;0;0;0;0;0;0;1
umrxn_930;0;0;0;0;0;0;0;0;1
umrxn_931;0;0;0;0;0;0;0;0;1
umrxn_932;0;0;0;0;0;0;0;0;1
umrxn_933;0;0;0;0;0;0;0;0;1
umrxn_934;0;0;0;0;0;0;0;0;1
umrxn_935;0;0;0;0;0;0;0;0;1
umrxn_936;0;0;0;0;0;0;0;0;1
umrxn_937;0;0;0;0;0;0;0;0;1
umrxn_938;0;0;0;0;0;0;0;0;1
umrxn_939;0;0;0;0;0;0;0;0;1
umrxn_940;0;0;0;0;0;0;0;0;1
umrxn_941;0;0;0;0;0;0;0;0;1
umrxn_942;0;0;0;0;0;0;0;0;1
umrxn_943;0;0;0;0;0;0;0;0;1
umrxn_944;0;0;0;0;0;0;0;0;1
umrxn_945;0;0;0;0;0;0;0;0;1
umrxn_946;0;0;0;0;0;0;0;0;1
umrxn_947;0;0;0;0;0;0;0;0;1
umrxn_948;0;0;0;0;0;0;0;0;1
umrxn_949;0;0;0;0;0;0;0;0;1
umrxn_950;0;0;0;0;0;0;0;0;1
umrxn_951;0;0;0;0;0;0;0;0;1
umrxn_952;0;0;0;0;0;0;0;0;1
umrxn_953;0;0;0;0;0;0;0;0;1
umrxn_954;0;0;0;0;0;0;0;0;1
umrxn_955;0;0;0;0;0;0;0;0;1
umrxn_956;0;0;0;0;0;0;0;0;1
umrxn_957;0;0;0;0;0;0;0;0;1
umrxn_958;0;0;0;0;0;0;0;0;1
umrxn_959;0;0;0;0;0;0;0;0;1
umrxn_960;0;0;0;0;0;0;0;0;1
umrxn_961;0;0;0;0;0;0;0;0;1
umrxn_962;0;0;0;0;0;0;0;0;1
umrxn_963;0;0;0;0;0;0;0;0;1
umrxn_964;0;0;0;0;0;0;0;0;1
umrxn_965;0;0;0;0;0;0;0;0;1
umrxn_966;0;0;0;0;0;0;0;0;1
umrxn_967;0;0;0;0;0;0;0;0;1
umrxn_968;0;0;0;0;0;0;0;0;1
umrxn_969;0;0;0;0;0;0;0;0;1
umrxn_970;0;0;0;0;0;0;0;0;1
umrxn_971;0;0;0;0;0;0;0;0;1
umrxn_972;0;0;0;0;0;0;0;0;1
umrxn_973;0;0;0;0;0;0;0;0;1
umrxn_974;0;0;0;0;0;0;0;0;1
umrxn_975;0;0;0;0;0;0;0;0;1
umrxn_976;0;0;0;0;0;0;0;0;1
umrxn_977;0;0;0;0;0;0;0;0;1
umrxn_978;0;0;0;0;0;0;0;0;1
umrxn_979;0;0;0;0;0;0;0;0;1
umrxn_980;0;0;0;0;0;0;0;0;1
umrxn_981;0;0;0;0;0;0;0;0;1
umrxn_982;0;0;0;0;0;0;0;0;1
umrxn_983;0;0;0;0;0;0;0;0;1
umrxn_984;0;0;0;0;0;0;0;0;1
umrxn_985;0;0;0;0;0;0;0;0;1
umrxn_986;0;0;0;0;0;0;0;0;1
umrxn_987;0;0;0;0;0;0;0;0;1
umrxn_988;0;0;0;0;0;0;0;0;1
umrxn_989;0;0;0;0;0;0;0;0;1
umrxn_990;0;0;0;0;0;0;0;0;1
umrxn_991;0;0;0;0;0;0;0;0;1
umrxn_992;0;0;0;0;0;0;0;0;1
umrxn_993;0;0;0;0;0;0;0;0;1
umrxn_994;0;0;0;0;0;0;0;0;1
umrxn_995;0;0;0;0;0;0;0;0;1
umrxn_996;0;0;0;0;0;0;0;0;1
umrxn_997;0;0;0;0;0;0;0;0;1
umrxn_998;0;0;0;0;0;0;0;0;1
umrxn_999;0;0;0;0;0;0;0;0;1
umrxn_1000;0;0;0;0;0;0;0;0;1
umrxn_1001;0;0;0;0;0;0;0;0;1
umrxn_1002;0;0;0;0;0;0;0;0;1
umrxn_1003;0;0;0;0;0;0;0;0;1
umrxn_1004;0;0;0;0;0;0;0;0;1
umrxn_1005;0;0;0;0;0;0;0;0;1
umrxn_1006;0;0;0;0;0;0;0;0;1
umrxn_1007;0;0;0;0;0;0;0;0;1
umrxn_1008;0;0;0;0;0;0;0;0;1
umrxn_1009;0;0;0;0;0;0;0;0;1
umrxn_1010;0;0;0;0;0;0;0;0;1
umrxn_1011;0;0;0;0;0;0;0;0;1
umrxn_1012;0;0;0;0;0;0;0;0;1
umrxn_1013;0;0;0;0;0;0;0;0;1
umrxn_1014;0;0;0;0;0;0;0;0;1
umrxn_1015;0;0;0;0;0;0;0;0;1
umrxn_1016;0;0;0;0;0;0;0;0;1
umrxn_1017;0;0;0;0;0;0;0;0;1
